EventType;Timestamp;DeviceID;User  ID;Details;Value;fl_work;work_time_per
ЗажеваннаяКупюра;02.10.2023 11:38;Банкомат93;Пользователь90;Купюра зажевана в Банкомат93;100;0;81
ПроверкаОбновлений;02.10.2023 11:39;Банкомат24;Пользователь62;Проверка обновлений в Банкомат24;Обновления отсутствуют;1;90
ОшибкаТехническая;02.10.2023 11:41;Банкомат61;Пользователь61;Техническая ошибка в Банкомат61;Ошибка питания;0;96
ОшибкаСети;02.10.2023 11:45;Банкомат9;Пользователь86;Ошибка сети в Банкомат9;Потеря пакетов;1;61
ОтказВОбслуживании;02.10.2023 11:50;Банкомат55;Пользователь70;Отказ в обслуживании в Банкомат55;Техническая ошибка;1;74
ПроблемаСоСвязью;02.10.2023 11:51;Банкомат50;Пользователь35;Проблема со связью в Банкомат50;Слабый сигнал;0;61
ОбновлениеПрограммногоОбеспечения;02.10.2023 11:55;Банкомат5;Пользователь51;Обновление ПО в Банкомат5;Успешно;0;50
ПроверкаСостоянияКлавиатуры;02.10.2023 11:58;Банкомат8;Пользователь45;Проверка состояния клавиатуры в Банкомат8;Клавиатура работает;1;65
ВнесениеНаличных;02.10.2023 11:59;Банкомат74;Пользователь45;Пользователь Пользователь45 внес 799 рублей в Банкомат74;799;1;97
СостояниеПриемаКупюр;02.10.2023 12:03;Банкомат34;Пользователь70;Состояние устройства приема купюр в Банкомат34 проверено;Не работает;1;94
ПроверкаСостоянияКарт;02.10.2023 12:04;Банкомат75;Пользователь38;Проверка состояния карт в Банкомат75;Некоторые карты повреждены;0;81
ОшибкаЖесткогоДиска;02.10.2023 12:07;Банкомат72;Пользователь37;Ошибка жесткого диска в Банкомат72;Ошибка чтения;1;97
ОшибкаПриемаКупюр;02.10.2023 12:08;Банкомат81;Пользователь51;Ошибка приема купюр в Банкомат81;Купюра зажевана;1;100
ПроверкаСостоянияКарт;02.10.2023 12:11;Банкомат53;Пользователь100;Проверка состояния карт в Банкомат53;Некоторые карты повреждены;0;81
Предупреждение;02.10.2023 12:14;Банкомат49;Пользователь8;Предупреждение в Банкомат49;Ошибка связи;1;51
ОшибкаСинхронизацииДанных;02.10.2023 12:15;Банкомат54;Пользователь4;Ошибка синхронизации данных в Банкомат54;Неверные данные;0;59
ОшибкаСети;02.10.2023 12:17;Банкомат52;Пользователь78;Ошибка сети в Банкомат52;Нет соединения;1;59
ВнесениеНаличных;02.10.2023 12:19;Банкомат25;Пользователь75;Пользователь Пользователь75 внес 373 рублей в Банкомат25;373;1;90
ОшибкаПриемаКупюр;02.10.2023 12:24;Банкомат27;Пользователь45;Ошибка приема купюр в Банкомат27;Купюра повреждена;1;93
