EventType,Timestamp,DeviceID,User  ID,Details,Value,predicted_has_error,datetime,Date,fl_work,work_time_per
ОбновлениеБезопасности,2023-10-05 23:37:49,Банкомат50,Пользователь45,Обновление систем безопасности в Банкомат50,Не удалось,True,2023-10-05 23:37:49,2023-10-05,0,55
АварийноеВыключение,2023-10-05 23:42:08,Банкомат45,Пользователь74,Аварийное отключение устройства Банкомат45,Устройство отключено,True,2023-10-05 23:42:08,2023-10-05,1,52
СостояниеКартриджа,2023-10-05 23:43:17,Банкомат54,Пользователь22,Состояние картриджа проверено в Банкомат54,Пустой,False,2023-10-05 23:43:17,2023-10-05,0,63
ОшибкаПечати,2023-10-05 23:43:55,Банкомат15,Пользователь34,Ошибка печати в Банкомат15,Нет бумаги,True,2023-10-05 23:43:55,2023-10-05,1,61
ПроверкаЭнергоснабжения,2023-10-05 23:45:27,Банкомат14,Пользователь88,Проверка состояния энергоснабжения в Банкомат14,Энергоснабжение в порядке,False,2023-10-05 23:45:27,2023-10-05,0,89
УстановкаОбновлений,2023-10-05 23:46:02,Банкомат19,Пользователь15,Установка обновлений в Банкомат19,Не удалось,True,2023-10-05 23:46:02,2023-10-05,1,70
ОшибкаТехническая,2023-10-05 23:49:50,Банкомат88,Пользователь36,Техническая ошибка в Банкомат88,Ошибка питания,True,2023-10-05 23:49:50,2023-10-05,0,59
СигнализацияОшибки,2023-10-05 23:53:38,Банкомат74,Пользователь49,Сигнализация ошибки в Банкомат74,Ошибка связи,True,2023-10-05 23:53:38,2023-10-05,1,96
ОшибкаОбновления,2023-10-05 23:57:26,Банкомат89,Пользователь14,Ошибка обновления в Банкомат89,Ошибка сети,True,2023-10-05 23:57:26,2023-10-05,1,54
ПроблемаСоСвязью,2023-10-06 00:02:34,Банкомат25,Пользователь28,Проблема со связью в Банкомат25,Слабый сигнал,True,2023-10-06 00:02:34,2023-10-06,1,90
ПроверкаКассеты,2023-10-06 00:07:01,Банкомат98,Пользователь37,Проверка состояния кассеты в Банкомат98,Нуждается в замене,False,2023-10-06 00:07:01,2023-10-06,1,71
ПроверкаСостоянияСвязи,2023-10-06 00:12:01,Банкомат71,Пользователь81,Проверка состояния связи в Банкомат71,Хорошее,False,2023-10-06 00:12:01,2023-10-06,1,79
СостояниеКартриджа,2023-10-06 00:16:56,Банкомат7,Пользователь98,Состояние картриджа проверено в Банкомат7,Полный,False,2023-10-06 00:16:56,2023-10-06,1,83
ПроверкаЭнергоснабжения,2023-10-06 00:18:41,Банкомат29,Пользователь24,Проверка состояния энергоснабжения в Банкомат29,Энергоснабжение в порядке,False,2023-10-06 00:18:41,2023-10-06,1,92
АварийноеВыключение,2023-10-06 00:23:09,Банкомат83,Пользователь80,Аварийное отключение устройства Банкомат83,Устройство отключено,True,2023-10-06 00:23:09,2023-10-06,0,71
ОбслуживаниеТребуется,2023-10-06 00:26:27,Банкомат74,Пользователь39,Требуется обслуживание Банкомат74,Профилактическое,False,2023-10-06 00:26:27,2023-10-06,0,92
ПроверкаЭнергоснабжения,2023-10-06 00:30:04,Банкомат70,Пользователь63,Проверка состояния энергоснабжения в Банкомат70,Энергоснабжение в порядке,False,2023-10-06 00:30:04,2023-10-06,0,50
СостояниеУстройстваИзменено,2023-10-06 00:32:13,Банкомат16,Пользователь70,Состояние устройства Банкомат16 изменилось,Открыто,False,2023-10-06 00:32:13,2023-10-06,0,86
ЗавершениеТранзакции,2023-10-06 00:35:49,Банкомат43,Пользователь90,Транзакция завершена в Банкомат43,Не удалось,True,2023-10-06 00:35:49,2023-10-06,0,99
ОшибкаСети,2023-10-06 00:44:34,Банкомат12,Пользователь70,Ошибка сети в Банкомат12,Потеря пакетов,False,2023-10-06 00:44:34,2023-10-06,1,54
ОтказВОбслуживании,2023-10-06 00:51:07,Банкомат26,Пользователь37,Отказ в обслуживании в Банкомат26,Техническая ошибка,True,2023-10-06 00:51:07,2023-10-06,1,79
СостояниеКартриджа,2023-10-06 00:51:38,Банкомат88,Пользователь86,Состояние картриджа проверено в Банкомат88,Полный,False,2023-10-06 00:51:38,2023-10-06,0,84
ПроверкаСостоянияСвязи,2023-10-06 00:53:11,Банкомат66,Пользователь67,Проверка состояния связи в Банкомат66,Плохое,True,2023-10-06 00:53:11,2023-10-06,0,63
СостояниеПриемаКупюр,2023-10-06 01:01:35,Банкомат35,Пользователь75,Состояние устройства приема купюр в Банкомат35 проверено,Работает,False,2023-10-06 01:01:35,2023-10-06,0,67
ПроблемаСоСвязью,2023-10-06 01:02:44,Банкомат46,Пользователь82,Проблема со связью в Банкомат46,Слабый сигнал,True,2023-10-06 01:02:44,2023-10-06,0,61
ПроблемаСоСвязью,2023-10-06 01:05:00,Банкомат93,Пользователь94,Проблема со связью в Банкомат93,Слабый сигнал,True,2023-10-06 01:05:00,2023-10-06,0,65
ПроверкаКассеты,2023-10-06 01:08:36,Банкомат81,Пользователь98,Проверка состояния кассеты в Банкомат81,Хорошее,False,2023-10-06 01:08:36,2023-10-06,0,50
ПроверкаСостоянияКарт,2023-10-06 01:12:23,Банкомат15,Пользователь13,Проверка состояния карт в Банкомат15,Некоторые карты повреждены,False,2023-10-06 01:12:23,2023-10-06,1,55
ОтказВОбслуживании,2023-10-06 01:13:40,Банкомат19,Пользователь71,Отказ в обслуживании в Банкомат19,Техническая ошибка,True,2023-10-06 01:13:40,2023-10-06,0,59
ПроверкаСостоянияСвязи,2023-10-06 01:16:02,Банкомат17,Пользователь75,Проверка состояния связи в Банкомат17,Плохое,True,2023-10-06 01:16:02,2023-10-06,0,81
ПроблемаСоСвязью,2023-10-06 01:21:18,Банкомат61,Пользователь64,Проблема со связью в Банкомат61,Слабый сигнал,True,2023-10-06 01:21:18,2023-10-06,0,58
ОшибкаОбновления,2023-10-06 01:22:01,Банкомат48,Пользователь30,Ошибка обновления в Банкомат48,Ошибка сети,True,2023-10-06 01:22:01,2023-10-06,0,60
ОшибкаВыдачиНаличности,2023-10-06 01:28:59,Банкомат11,Пользователь23,Ошибка выдачи наличности в Банкомат11,Ошибка механизма,True,2023-10-06 01:28:59,2023-10-06,1,75
